ID,RecorderName,Date,DateAccuracy,Time,TimeAccuracy,PathName,SubPathName,AffectRoad,HitRoad,RoadPlowed,TimeToClear,RoadDamageLength,AvalancheType,AvalancheTrigger,AvalancheBedSurface,PercentPath,PercentSubPath,HorizStartZoneLoc,VertStartZoneLoc,SizeRelativetoPath,SizeDestructiveForce,ObservationPoint,MaxCrownDepth,AveCrownDepth,CrownWidth,StartElevationFeet,VerticalRunFeet,StartZoneAspect,StartZoneSlope,StartZoneAlpha,RoadBurialLength,RoadBurialDepth,Comments
418,Peitzsch,5/2/2011,Actual,NA,NA,Half Tunnel,NA,Yes,Yes,Yes,0.25,NA,WL,N,NA,NA,NA,NA,NA,2,1.5,Site,NA,NA,NA,4800,700,220,NA,NA,NA,NA,"nterface from new/old snow.  New snow from storm 4/29-4/30.  40-50 cm of new snow above 6k.

Debris cleared by HK Contractors on 5/2/2011.  Observed on 5/3/2011.

Numerous other WL avalanches observed (5-10) from this cycle.  None afffected already plowed road."
419,Peitzsch,4/30/2011,Approximate,NA,NA,Big Bend,Mt. Gould East Face,No,N/A,N/A,N/A,N/A,SS,N,S,NA,NA,Left,Top,2,2,Distant,2,2,2,9500,2500,345,NA,NA,N/A,N/A,Noted from Many Glacier Valley on 5/2/2011 during site visit to S. face of Mt. Henkel.
420,NA,4/30/2011,Actual,NA,NA,Red Rock,NA,Yes,Yes,Yes,0.25,NA,WL,N,NA,NA,NA,NA,NA,NA,2,Distant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Observed on 5/1/2011.  We shoveled enough debris to get a pickup truck through.  Debris was 2'-6' deep, but did not appear to have traveled very far.  Started lower in path???"
421,Peitzsch,5/2/2011,Actual,NA,NA,Alder Trail,lower Little Granite,Yes,Yes,No,NA,NA,WL,N,S,NA,NA,NA,NA,1,2,Site,NA,NA,NA,5600,1300,226,NA,NA,20,2,"Avalanche started in Alder gullly (also part of Lower Little Granite).

WL started below cliffs and went across upper GTSR.  As it crossed, the debris gouged out a little half-moon ""crown"" and the rest of WL carried on another few hundred vertical feet."
422,Knoff,5/5/2011,NA,8:30:00,Approximate,BPR,NA,Yes,Yes,Yes,0.2,NA,WL,N,NA,NA,NA,NA,NA,1,2,Site,NA,NA,NA,NA,1300,226,NA,NA,20,2,NA
423,Knoff,5/5/2011,Actual,8:30:00,Approximate,Half Tunnel,NA,Yes,Yes,Yes,0.2,NA,WL,N,NA,NA,NA,NA,NA,1,2,Site,NA,NA,NA,5600,1300,226,NA,NA,20,2,NA
424,Peitzsch,5/4/2011,Approximate,NA,NA,Greater Granite,NA,Yes,No,No,N/A,N/A,SS,N,O,60,NA,Middle,Top,3,3,Site,2,2,2,7800,1600,213,NA,NA,N/A,N/A,"Investigated debris, but not able to make it up to crown due to warming.   Appears to have been triggered by rime ice from the Garden Wall during warming on 5/4.  We were in the Granite Park vicinity on 5/4, but visibility prevented much viewing.  Lack of new snow on avalanche debris leads us to conclude that this slide occurred on 5/4 and photos indicate that rime ice fell from Garden Wall and triggered small WL that triggered this very large slab.  It appears to be a dry slab that entrained wet snow below 6500 feet.  Debris was very characteristic of wet avalanche debris.  Some debris piles exceeded 15 feet.  Bed sfc had the classic wet snow striations (lots of friction).  Avalanche occurrred on Greater Granite path on small ridge/spine and split.  Half of debris went down Greater Granite track to flats and other half went into Granite Park flats.  Avalanche destroyed small trees with diameter up to 6 inches.  Some dendro work, maybe???

SS-N-R3-D3-I.  Appears that storm snow on Tue. 5/3/11 stepped down to older storm snow from 4/29-4/30 storm.  Didn't investigate crown @ site, but from debris at 6300 feet the crown appeared max height=2m,  average crown height=70cm, width of crown=300m, crown to stauchwall=~200m vertical.    Debris:
height=1-8m, width=500m side to side total (split around spine/ridge and traveled into 2 separate drainages of Alder Creek and Granite Park)."
425,Peitzsch,5/5/2011,Actual,NA,Actual,Grizzly,NA,Yes,Yes,Yes,0.25,NA,WL,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,500,NA,NA,NA,NA,NA,Cleared and investigated by road crew.
426,Peitzsch,5/5/2011,Actual,NA,Actual,Half Tunnel,NA,Yes,Yes,Yes,0.25,NA,WL,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,500,NA,NA,NA,NA,NA,Cleared and investigated by road crew.
427,Peitzsch,5/9/2011,Actual,8:30:00,Approximate,Grizzly,NA,Yes,Yes,No,0.2,NA,WL,N,NA,NA,NA,NA,NA,1,NA,Site,NA,NA,NA,NA,NA,NA,NA,NA,10,3,NA
428,Peitzsch,5/9/2011,Actual,8:30:00,Approximate,Half Tunnel,NA,Yes,Yes,No,NA,NA,WL,N,NA,NA,NA,NA,NA,1,NA,Site,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
429,Knoff,5/10/2011,Approximate,NA,Approximate,Greater Granite,Lookers Left,No,N/A,N/A,N/A,N/A,WS,N,NA,50,NA,Middle,Top,3,3,Adjacent,1.5,1.5,1.5,7900,1000,185,38,NA,N/A,N/A,The third day of clear weather and above average temperatures.  Wet slab cycle - main concentration of activity along the Garden Wall in Greater Granite.  Suprisingly very little wet slab activity was observed elsewhere.  Will the cycle swing to other aspects?
430,Knoff,5/12/2011,Approximate,NA,Approximate,Stanton South Face,Lookers Right Path,No,N/A,N/A,N/A,N/A,WS,N,NA,30,NA,Middle,Middle,2,2,Distant,0.75,0.75,0.75,7000,3000,165,37,NA,N/A,N/A,"South aspects on Stanton had the most activity.  Smaller WS avalahches were observed on Heavens and Gould.  These slides took place on Thursday, May 12.  These are just a few of many WS avalances that have occurred during this wet slab cycle."
431,Knoff,5/13/2011,Approximate,NA,Approximate,Greater Granite,Lookers Right,No,N/A,N/A,N/A,N/A,WS,N,NA,NA,NA,Right,Middle,1,1,Adjacent,0.75,0.75,0.75,7300,400,270,38,NA,N/A,N/A,NA
432,Knoff,5/13/2011,Approximate,NA,Approximate,Greater Granite,Lookers Right,No,N/A,N/A,N/A,N/A,WS,N,NA,NA,NA,Right,Middle,1,1,Adjacent,1,1,1,7300,500,275,38,NA,N/A,N/A,NA
433,Knoff,5/13/2011,Approximate,NA,Approximate,Greater Granite,Lookers Right,No,N/A,N/A,N/A,N/A,WS,N,NA,NA,NA,Right,Middle,1,1,Adjacent,1,1,1,7200,400,280,38,NA,N/A,N/A,NA
434,Knoff,5/13/2011,Approximate,NA,Approximate,Greater Granite,Lookers Left,No,N/A,N/A,N/A,N/A,WS,N,NA,NA,NA,Left,Top,1,1,Adjacent,1,1,1,7700,500,275,40,NA,N/A,N/A,NA
435,Knoff,5/12/2011,Approximate,NA,Approximate,Stanton South Face,Lookers Right Path,No,N/A,N/A,N/A,N/A,WS,N,NA,NA,NA,Right,Middle,1,1,Adjacent,0.75,0.75,0.75,6900,2500,194,37,NA,N/A,N/A,NA
436,Knoff,5/12/2011,Approximate,NA,Approximate,Stanton South Face,Lookers Left Path,No,N/A,N/A,N/A,N/A,WS,N,NA,NA,NA,Left,Top,1,1,Adjacent,0.75,0.75,0.75,7000,1000,207,38,NA,N/A,N/A,NA
437,Knoff,5/12/2011,Approximate,NA,Approximate,Mt. Vaught,South Face,No,N/A,N/A,N/A,N/A,WS,N,NA,NA,NA,Middle,Middle,1,1,Adjacent,1,1,1,6000,1200,172,38,NA,N/A,N/A,NA
438,Knoff,5/12/2011,Approximate,NA,Approximate,Haystack Creek,Sho-Me (Looker's Right),Yes,No,No,N/A,N/A,WS,N,O,NA,NA,Middle,Middle,1,2,Distant,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,WS-N-R1-D2-O.  Small pocket in middle of Sho-Me (looker's right) path.
439,NA,5/11/2011,Approximate,NA,Approximate,Big Bend,Looker's Right,Yes,Yes,No,NA,NA,WS,N,O,NA,NA,Right,Top,2,2.5,Distant,2,2,2,8300,2500,243,NA,NA,30,5,NA
440,NA,5/12/2011,Approximate,NA,Approximate,Big Bend,Looker's Left,Yes,Yes,No,NA,NA,WS,N,O,NA,NA,Middle,Bottom,1,2,Distant,1.5,1.5,1.5,6100,300,NA,NA,NA,20,5,WS-N-R1-D2-O.  Occurred looker's left of rocks just above GTSR.
441,Peitzsch,5/15/2011,Approximate,NA,NA,Peak 7774,East Face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,3,2.5,Distant,3,3,3,7450,700,51,NA,NA,N/A,N/A,GS-N-R3-D2.5-O
442,Peitzsch,5/15/2011,Approximate,NA,NA,Greater Granite,Looker's Left,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Left,Top,1,2,Adjacent,3,3,3,7400,1200,212,NA,NA,N/A,N/A,"1st of 2 GS avalanches observed in Granite Creek/Park area.  The debris on this slide was deposited in the flats on the N side of the Swede Pt. ridge.  It was adjacent to the large SS (and subsequent wet slabs) that occurred in Greater Granite and went over the ridge that separates Greater Granite starting zone from this starting zone of this GS.  This GS is a repeat offender. 

GS-N-R1-D2-G."
443,Peitzsch,5/15/2011,Approximate,NA,NA,Granite Creek,Looker's Right,No,N/A,N/A,N/A,N/A,GS,N,O,NA,NA,Left,Top,1,2,Distant,3,3,3,7400,1000,212,NA,NA,N/A,N/A,"2nd of 2 GS avalanches observed in Granite Creek/Park area.  The debris on this slide was deposited in the Granite Park flats area. 

GS-N-R1-D2-G."
444,Peitzsch,5/12/2011,Approximate,NA,NA,No Stump Point,NA,Yes,Yes,No,NA,NA,WS,N,O,NA,NA,Middle,Top,3,2.5,Distant,1,1,1,7300,1500,171,NA,NA,20,2,"This slide was observed on thurs. 5/19.  It most likely occurred during the week of high pressure (warm temps, sun, no refreeze) the week of 5/10-5/15.  I placed it as occurring on 5/12 given the aspect and elevation.  It may have occurred later, but as long as it was placed within this cycle, I feel we are legit.  

The crown was visible from the road before Siyeh Bend and from No Stump Point itself.  It occurred above the cliffs at No Stum Point.  The slab appeared to fall over the cliffs and trigger another WS and WL below cliffs at No Stump Point.  Some debris went into the gully before NSP proper, but the majority of debris was at NSP.  Slide took out numerous trees up to 10"" in diameter."
445,Knoff,5/20/2011,Approximate,NA,Approximate,Heavens Peak East Ridge,Rock Slabs,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,1,1,Adjacent,3,3,3,6800,800,38,38,NA,N/A,N/A,NA
446,Knoff,5/21/2011,Approximate,NA,Approximate,54-1,Lookers Right,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Middle,Top,1,1,Adjacent,2,2,2,7000,1500,352,40,NA,N/A,N/A,NA
447,Knoff,5/21/2011,Approximate,NA,Approximate,54-1,Lookers Right,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Right,Middle,1,1,Adjacent,2,2,2,6800,1200,352,NA,NA,N/A,N/A,NA
448,Peitzsch,5/28/2011,NA,NA,NA,Grizzly,NA,Yes,Yes,Yes,NA,NA,WL,N,S,NA,NA,Right,Top,1,1,Adjacent,NA,NA,NA,4900,300,201,NA,NA,13,0.5,"WL-N-R1-D1-N.  

Covered road about 1/2 way.  Able to pass around it with vehicle."
449,Peitzsch,5/28/2011,Actual,NA,NA,BPR,NA,Yes,Yes,Yes,NA,NA,WL,N,S,NA,NA,Middle,Top,1,1.5,Adjacent,NA,NA,NA,5400,500,241,NA,NA,3,1,"WL-N-R1-D1.5-N

Covered road about halfway with debris.  Able to pass around it with vehicle."
450,Peitzsch,5/28/2011,Actual,NA,NA,Granite Creek,NA,Yes,Yes,Yes,NA,NA,WL,N,S,NA,NA,Left,Bottom,1,1.5,Site,NA,NA,NA,5400,400,168,NA,NA,4,2,"WL-N-R1-D1.5-N

Inside edige of debris = 8 feet.  Not passable with vehicle."
451,Peitzsch,5/28/2011,Actual,NA,NA,Russ' Slide,NA,Yes,Yes,Yes,NA,NA,WL,N,S,NA,NA,Middle,Top,2,1.5,Site,NA,NA,NA,5800,700,241,NA,NA,15,2,"WL-N-R2-D1.5-N.

Inside edge >2m.  Outside edge = 0.25m."
452,Peitzsch,5/28/2011,Actual,NA,NA,Chute Above Russ' Slide,NA,Yes,Yes,Yes,NA,NA,WL,N,S,NA,NA,Middle,Middle,2,2,Site,NA,NA,NA,5800,750,239,NA,NA,5,1.5,"WL-N-R2-D1.5-N.

Inside edge >2m.  Outside edge = 0.25m."
453,NA,5/28/2011,NA,NA,NA,Chute Below SBRC,NA,Yes,Yes,Yes,NA,NA,WL,N,S,NA,NA,Middle,Top,3,2,Site,NA,NA,NA,5900,900,231,NA,NA,20,3,"WL-N-R3-D2-N.

Inside edge =3m.  Outside edge = 1m."
454,Peitzsch,5/28/2011,Actual,NA,NA,Bird Woman,Left,Yes,Yes,Yes,NA,NA,WL,N,S,NA,NA,Left,Top,2,2,Site,NA,NA,NA,6300,1351,192,NA,NA,10,2,"WL-N-R2-D2-N.

Inside edge =3m.  Outside edge = 1m."
455,Peitzsch,5/28/2011,Actual,NA,NA,Bird Woman,Right,Yes,Yes,Yes,NA,NA,WL,N,S,NA,NA,Right,Middle,2,2,Site,NA,NA,NA,6200,900,188,NA,NA,5,2,"WL-N-R2-D2-N.

Inside edge =2m.  Outside edge = 1m."
456,Peitzsch,5/28/2011,Approximate,NA,NA,SBRC,Middle,Yes,Yes,Yes,NA,NA,WL,N,S,NA,NA,Middle,Top,1,0.5,Site,NA,NA,NA,6000,900,227,NA,NA,3,0.25,"WL-N-R1-D.5-N

Barely hit the road.  Deposited 0.25m of debris on road."
457,Knoff,5/29/2011,Approximate,NA,Approximate,Heavens Peak East Ridge,NA,No,N/A,N/A,N/A,N/A,GS,N,G,20,NA,Middle,Top,2,2,Adjacent,3,3,3,7000,500,341,40,NA,N/A,N/A,This slide occurred after a solid week of high pressure and warm temps.  This was the first real warm up to hit the snowpack the entire season.
458,Knoff,5/29/2011,Approximate,NA,Approximate,Heavens Peak Remnant Glacier,HPRG,No,N/A,N/A,N/A,N/A,GS,N,G,25,NA,Left,Middle,2,2,Adjacent,5,5,5,7000,500,77,35,NA,N/A,N/A,HPRG has failed - we are out of the woods - Ya Right!  Still a thick snowpack above 6000 ft.  It is good to see water is reaching the bottom of the pack.  This slide failed very quickly without much glide.  A week of warm temps followed by rain pushed this GS to failure.
459,Knoff,6/1/2011,Approximate,NA,Approximate,Heavens Gate,Heavens Gate,No,N/A,Yes,N/A,N/A,GS,N,G,40,NA,Middle,Top,2,2,Adjacent,4,4,4,7300,600,93,30,NA,N/A,N/A,"This glide avalanche failed in chunks, not in one large failure."
460,Knoff,4/11/2012,NA,11:00:00,Approximate,Granite Creek,NA,No,N/A,N/A,N/A,N/A,GS,N,G,10,NA,Middle,Top,2,2.5,Adjacent,1.5,1.5,1.5,7200,500,270,NA,NA,N/A,N/A,NA
461,Knoff,4/14/2012,Approximate,10:00:00,Approximate,Haystack Creek,NA,Yes,No,No,N/A,N/A,WS,N,O,5,NA,Middle,Middle,1,1,Adjacent,1,1,1,6600,1000,200,NA,NA,N/A,N/A,NA
462,Knoff,4/19/2012,Approximate,17:00:00,Approximate,BPR,NA,Yes,Yes,Yes,0.2,NA,WL,N,O,20,NA,Middle,Middle,1,0.5,Site,NA,NA,NA,5400,300,241,NA,NA,2,1,NA
463,Knoff,4/22/2012,Approximate,18:00:00,Approximate,Greater Granite,Lookers Right,No,N/A,N/A,N/A,N/A,GS,N,G,20,30,Middle,Top,2,2,Adjacent,1.5,1.5,1.5,7100,500,240,NA,NA,N/A,N/A,NA
464,Knoff,4/22/2012,Approximate,18:00:00,Approximate,Granite Creek,Lookers Left,No,N/A,N/A,N/A,N/A,GS,N,G,10,20,Left,Top,1,1,Adjacent,1,1,1,7100,400,220,NA,NA,N/A,N/A,NA
465,Knoff,4/23/2012,Actual,13:30:00,Actual,BPR,NA,Yes,Yes,Yes,0.25,NA,WL,N,O,30,NA,Middle,Middle,1,1,Site,NA,NA,NA,5400,500,241,NA,NA,NA,NA,NA
466,Knoff,4/24/2012,Approximate,21:00:00,Approximate,Heavens Peak East Ridge,NA,No,N/A,N/A,N/A,N/A,GS,N,G,20,NA,Middle,Top,2,2,Adjacent,3,3,3,7000,500,341,NA,NA,N/A,N/A,NA
467,Knoff,4/24/2012,Approximate,18:00:00,Approximate,Peak 7850,East Face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,3,2,Distant,3,3,3,7450,700,51,NA,NA,N/A,N/A,NA
468,Knoff,4/25/2012,Approximate,18:00:00,Approximate,Grizzly,NA,Yes,Yes,Yes,0.2,NA,WL,N,O,10,NA,Middle,Middle,1,0.5,Site,NA,NA,NA,4900,300,201,NA,NA,NA,NA,NA
469,Knoff,4/27/2012,Approximate,18:00:00,Approximate,Haystack Creek,ShouHigh,Yes,Yes,Yes,1,NA,GS,N,G,10,40,Middle,Top,3,3,Adjacent,2,2,2,7700,3800,210,NA,NA,70,3,NA
470,Knoff,4/27/2012,Approximate,18:00:00,Approximate,Haystack Creek,ShouHigh,Yes,Yes,Yes,1,NA,WS,N,O,30,70,Middle,Top,3,3,Adjacent,1.5,1.5,1.5,7500,3800,210,NA,NA,70,3,WS triggered by GS
471,Knoff,4/27/2012,Approximate,18:00:00,Approximate,Haystack Creek,ShouLow,Yes,No,No,N/A,N/A,WS,N,O,5,20,Middle,Middle,2,1.5,Adjacent,1,1,1,5700,500,200,NA,NA,N/A,N/A,NA
472,Knoff,4/27/2012,Approximate,13:00:00,Approximate,Heavens Peak Remnant Glacier,HPRG,No,N/A,N/A,N/A,N/A,GS,N,G,75,NA,Middle,Middle,3,3,Distant,4,4,4,7200,600,91,NA,NA,N/A,N/A,NA
473,Knoff,4/27/2012,Approximate,13:00:00,Approximate,Heavens Peak East Ridge,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,2,2.5,Distant,4,4,4,7000,800,50,NA,NA,N/A,N/A,NA
474,Knoff,4/27/2012,Approximate,13:00:00,Approximate,Heavens Peak East Ridge,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,2,2,Distant,3,3,3,7200,800,70,NA,NA,N/A,N/A,NA
475,Knoff,4/28/2012,Approximate,15:00:00,Approximate,Heavens Peak Remnant Glacier,HPRG,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Left,Middle,3,3,Distant,5,5,5,7200,700,90,NA,NA,N/A,N/A,NA
476,Knoff,4/28/2012,Approximate,14:00:00,Approximate,Heavens Peak East Ridge,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,1,1.5,Distant,1.5,1.5,1.5,6700,500,70,NA,NA,N/A,N/A,NA
477,Knoff,4/28/2012,Approximate,14:00:00,Approximate,Heavens Peak East Ridge,NA,No,N/A,N/A,N/A,N/A,WS,N,O,NA,NA,Left,Top,1,1,Distant,1,1,1,6700,500,90,NA,NA,N/A,N/A,WS triggered by NC
478,Knoff,4/27/2012,Approximate,16:00:00,Approximate,Big Bend,NA,Yes,No,No,N/A,N/A,GS,N,G,5,NA,Middle,Top,2,2,Adjacent,1.5,1.5,1.5,8100,700,190,NA,NA,N/A,N/A,NA
479,Babineau-Z,4/24/2012,Approximate,18:00:00,Approximate,Peak 7774,East Face,No,N/A,N/A,N/A,N/A,GS,N,G,90,NA,Middle,Top,3,3,Distant,3,3,3,7700,800,51,NA,NA,N/A,N/A,NA
480,Peitzsch,5/3/2012,Actual,NA,Approximate,Granite Creek,Greater Granite cliffs,Yes,Yes,Yes,0.1,NA,GS,N,G,1,5,Middle,Middle,1,1.5,Adjacent,1,1,1,5300,350,169,NA,NA,3,2,"This was a strange event. It was a very small pocket in Greater Granite/Swede Point. Part of a hanging snowfield released.  It was more reminiscent of a serac/rockfall, but we'll call it a glide avalanche because it was snow releasing at the ground that involved the entire snowpack.  Only dirt and rock remained on the slope indicating some sort of glide and subsequent full depth release.  

GS-N-R1-D1-G.   
Depth on inside edge was about 6-8 feet and it just barely crossed the road.  Outside edge was 1 inch."
481,Peitzsch,5/6/2012,Actual,14:30:00,Actual,Alps 1,NA,Yes,Yes,Yes,0.25,NA,WL,N,I,50,NA,Middle,Top,2,2,Site,NA,NA,NA,7000,1600,260,NA,NA,15,5,"WL-N-R2-D2-I

Inside edge depth = 15 feet
Outside  edge depth = 5 feet

This avalanche occurred on Sunday, May 6 around 1430 and was reported by Charlie Logan (avalanche spotter with HK contractors).  

This debris was cleared by HK Contractors on Monday, May 7É..not GNP Road Crew."
482,Peitzsch,5/6/2012,Actual,NA,Actual,Alps 2,NA,Yes,Yes,Yes,0.25,NA,WL,N,I,60,NA,Middle,Top,2,2,Site,NA,NA,NA,6900,1450,264,NA,NA,15,5,"WL-N-R2-D2-I

Inside edge depth = 15-20 feet
Outside  edge depth = 5 feet"
483,Peitzsch,5/6/2012,Actual,NA,Approximate,Alps 3,NA,Yes,Yes,Yes,0.25,NA,WL,N,I,NA,NA,Middle,Top,2,2,Site,NA,NA,NA,6800,1300,265,NA,NA,15,5,"WL-N-R2-D2-I

Inside edge depth = 15-20 feet
Outside  edge depth = 5 feet

There were actually 2 smaller deposits as well, but these were minor and only hit the road and deposited less than a foot on the GTSR."
484,Peitzsch,5/6/2012,Actual,NA,Approximate,Beargrass,NA,Yes,Yes,Yes,0.1,NA,WL,N,I,80,NA,Middle,Top,2,2,Site,NA,NA,NA,6825,1200,212,NA,NA,10,3,"WL-N-R2-D2-I

Inside edge depth = 12 feet
Outside  edge depth = 5 feet"
485,Peitzsch,5/6/2012,Actual,NA,NA,Weeping Wall,NA,Yes,Yes,No,NA,NA,WL,N,I,10,NA,Middle,Top,1,1,Site,NA,NA,NA,7000,1200,166,NA,NA,2,1.5,"WL-N-R1-D1-I.

Inside edge depth = 6 feet

Outside edge depth = 2 feet

1 of 3 small piles on pioneered (but not plowed to pavement) section of GTSR in Weeping Wall path."
486,Peitzsch,5/6/2012,Actual,NA,NA,Weeping Wall,NA,Yes,Yes,No,NA,NA,WL,N,I,1,NA,Middle,Top,1,1,Site,NA,NA,NA,7000,1200,166,NA,NA,2,1.5,"WL-N-R1-D1-I.

Inside edge depth = 6 feet

Outside edge depth = 2 feet

2 of 3 small piles on pioneered (but not plowed to pavement) section of GTSR in Weeping Wall path."
487,Peitzsch,5/6/2012,Actual,NA,NA,Weeping Wall,NA,Yes,Yes,No,NA,NA,WL,N,I,5,NA,Left,Top,1,1,Site,NA,NA,NA,7000,1200,166,NA,NA,2,1.5,"WL-N-R1-D1-I.

Inside edge depth = 6 feet

Outside edge depth = 2 feet

3 of 3 small piles on pioneered (but not plowed to pavement) section of GTSR in Weeping Wall path."
488,Peitzsch,5/7/2012,Actual,NA,Approximate,Big Bend,Mt. Gould W Face,Yes,No,NA,N/A,N/A,SS,N,I,1,NA,Right,Top,1,2,Distant,0.75,0.75,0.75,9100,2200,197,NA,NA,N/A,N/A,"SS-N-R1-D2-I.

1 of 3 slabs that released on the S face of Mt. Gould that falls into Big Bend. None of these came close to the GTSR.  All stoped about 1000 feet above the GTSR on broad bench in Big Bend near Highline Trail."
489,Peitzsch,5/7/2012,Actual,NA,Approximate,Big Bend,Mt. Gould W Face,Yes,No,NA,N/A,N/A,SS,N,I,1,NA,Middle,Top,1,2,Distant,0.75,0.75,0.75,9000,2000,197,NA,NA,N/A,N/A,"SS-N-R1-D2-I.

2 of 3 slabs that released on the S face of Mt. Gould that falls into Big Bend. None of these came close to the GTSR.  All stoped about 1000 feet above the GTSR on broad bench in Big Bend near Highline Trail."
490,Peitzsch,5/7/2012,Actual,NA,Approximate,Big Bend,Mt. Gould W Face,Yes,No,NA,N/A,N/A,SS,N,I,1,NA,Left,Top,1,2,Distant,0.75,0.75,0.75,9000,2000,197,NA,NA,N/A,N/A,"SS-N-R1-D2-I.

3 of 3 slabs that released on the S face of Mt. Gould that falls into Big Bend. None of these came close to the GTSR.  All stoped about 1000 feet above the GTSR on broad bench in Big Bend near Highline Trail."
491,Peitzsch,5/9/2012,Actual,NA,Approximate,Mt. Piegan,Siyeh Bend,Yes,Yes,No,NA,NA,WL,AC,I,NA,NA,Right,Top,1,2,Site,NA,NA,NA,8699,2800,126,NA,NA,5,0.5,"Partial cornice failure on east face of Piegan triggered WL that eventually hit the road.  TB reported it took 10 minutes for the debris to finally reach the GTSR. Small in size by the time it reached GTSR.

WL-N-R1-D2-I"
493,Knoff,5/28/2012,Actual,NA,Approximate,Alps 2,NA,Yes,Yes,Yes,NA,NA,WL,N,I,30,NA,Middle,Top,1,0.5,Site,NA,NA,NA,6800,800,264,NA,NA,2,1,NA
494,Knoff,5/28/2012,Actual,NA,Approximate,Alps 3,NA,Yes,Yes,Yes,NA,NA,WL,N,I,30,NA,Middle,Top,1,0.5,Site,NA,NA,NA,6800,800,265,NA,NA,2,2.5,NA
495,Knoff,5/28/2012,Actual,NA,Approximate,Triple Arches,NA,Yes,Yes,Yes,0.3,NA,WL,N,I,50,NA,Middle,Top,2,2,Site,NA,NA,NA,8200,2200,232,NA,NA,20,3,NA
496,Knoff,5/28/2012,Actual,NA,Approximate,Chute Above Triple Arches,NA,Yes,Yes,Yes,0.1,NA,WL,N,I,50,NA,Middle,Top,1,1,Site,NA,NA,NA,NA,NA,249,NA,NA,15,3,NA
497,Knoff,5/28/2012,Actual,NA,Approximate,Slopes,Lower Slopes,Yes,Yes,Yes,0.1,NA,WL,N,I,NA,NA,Middle,Top,1,1,Site,NA,NA,NA,NA,NA,253,NA,NA,15,2.5,"WL-N-R2-D2-I

1 of 5"
498,Knoff,5/28/2012,Actual,NA,Approximate,Slopes,Lower Slopes,Yes,Yes,Yes,0.15,NA,WL,N,I,NA,NA,Middle,Top,1,1,Site,NA,NA,NA,NA,NA,254,NA,NA,10,2,"WL-N-R1-D2-I

2 of 5"
499,Knoff,5/28/2012,Actual,NA,Approximate,Slopes,Lower Slopes,Yes,Yes,Yes,0.1,NA,WL,N,I,NA,NA,Middle,Top,1,1,Site,NA,NA,NA,NA,NA,249,NA,NA,6,2,"WL-N-R1-D2-I

3 of 5"
500,Babineau-Z,5/16/2012,Actual,13:00:00,Approximate,Bearhat Mountain,Lower Slopes,No,N/A,N/A,N/A,NA,WS,AC,O,50,NA,Middle,Top,3,3,Distant,2,2,2,8600,2000,90,NA,NA,N/A,N/A,NA
501,Knoff,5/28/2012,Actual,NA,Approximate,Slopes,Lower Slopes,Yes,Yes,Yes,0.1,NA,WL,N,I,NA,NA,Middle,Top,1,1,Site,NA,NA,NA,NA,NA,252,NA,NA,3,2,"WL-N-R1-D2-I

4 of 5"
502,Babineau-Z,5/18/2012,Approximate,NA,Approximate,Heavens Gate,Middle Slopes,Yes,No,Yes,N/A,N/A,GS,N,G,50,NA,Middle,Middle,4,3.5,Distant,7,7,7,7750,4000,70,NA,NA,N/A,N/A,NA
503,Knoff,5/28/2012,Actual,NA,Approximate,Slopes,Upper Slopes,Yes,Yes,Yes,0.15,NA,WL,N,I,NA,NA,Middle,Top,1,1,Site,NA,NA,NA,NA,NA,249,NA,NA,9,2.5,"WL-N-R1-D2-I

5 of 5"
504,Knoff,5/28/2012,Actual,NA,Approximate,Slopes,Middle Slopes,Yes,Yes,Yes,0.2,NA,WL,N,O,NA,NA,Middle,Top,1,1,Site,NA,NA,NA,NA,NA,268,NA,NA,15,4,WL-N-R1-D2-I
505,Knoff,5/28/2012,Actual,NA,Approximate,Slopes,Upper Slopes,Yes,Yes,Yes,0.2,NA,WL,N,O,NA,NA,Middle,Top,1,1,Site,NA,NA,NA,NA,NA,260,NA,NA,10,4,WL-N-R1-D2-I
506,Knoff,5/29/2012,Actual,11:00:00,Approximate,Slopes,Middle Slopes,Yes,Yes,Yes,0.1,NA,WL,N,O,NA,NA,Middle,Top,1,0.5,Site,NA,NA,NA,NA,NA,253,NA,NA,4,1.5,"WL-N-R1-D1-N

Occurred in afternoon and crew had to clear it on way down at end of work day."
